endurance,objective_value,elapsed_time
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.18599999999999997,0.0006
19,1.088,0.0022
20,0.198,0.0004
21,0.9540000000000001,0.0016
22,2.988,0.008000000000000002
23,3.2900000000000005,0.0082
24,6.5699999999999985,0.019400000000000008
25,6.992000000000002,0.02280000000000001
26,7.439999999999999,0.03800000000000001
27,8.015999999999998,0.04140000000000001
28,10.530000000000003,0.04200000000000001
29,9.254000000000001,0.062400000000000004
30,9.406,0.09099999999999996
31,9.516,0.04500000000000001
32,9.716,0.04320000000000001
33,9.344000000000001,0.04759999999999999
34,9.331999999999997,0.04020000000000002
35,9.742,0.047200000000000006
36,9.315999999999999,0.16079999999999994
37,9.049999999999997,0.15979999999999994
38,9.693999999999999,0.11419999999999986
39,9.336000000000002,0.1656
40,9.258,0.06740000000000002
41,9.137999999999998,0.03320000000000002
42,9.331999999999997,0.0458
43,9.104000000000003,0.0682
44,9.442,0.04960000000000002
45,9.049999999999997,0.08059999999999999
46,9.336,0.05899999999999998
47,9.246,0.05539999999999998
48,9.455999999999996,0.05939999999999998
49,9.264000000000003,0.09080000000000002
50,8.9979999999816,0.039600000000000024
51,9.404,0.05660000000000001
52,9.659999999999998,0.07219999999999999
53,9.568,0.06499999999999997
54,9.0999999999794,0.049200000000000015
55,9.186,0.03680000000000003
56,9.727999999999998,0.07659999999999999
57,9.271999999980402,0.08839999999999999
58,9.652000000000001,0.0516
59,9.110000000000001,0.039600000000000024
60,9.046,0.042800000000000005
