endurance,objective_value,elapsed_time
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.252,0.0006
19,0.0,0.0
20,1.318,0.005600000000000001
21,3.9419999999999993,0.017600000000000005
22,4.032,0.0212
23,7.173999999999999,0.045200000000000004
24,8.706,0.0516
25,8.585999999999999,0.06579999999999998
26,8.492,0.07440000000000001
27,8.155999999999997,0.05779999999999999
28,8.076000000000002,0.0562
29,7.892000000000001,0.0666
30,7.652,0.07279999999999999
31,7.896,0.1166
32,8.004,0.08500000000000002
33,7.896,0.08560000000000001
34,8.004000000000001,0.08800000000000001
35,7.974,0.09599999999999997
36,8.136000000000001,0.09539999999999998
37,7.6320000000000014,0.07739999999999998
38,7.895999999999997,0.0684
39,8.088000000000001,0.08599999999999998
40,7.950000000000001,0.07280000000000002
41,8.153999999999998,0.07339999999999997
42,8.082,0.07660000000000002
43,7.985999999999999,0.0674
44,7.865999999999999,0.0688
45,7.8599999999999985,0.12900000000000003
46,7.872000000000003,0.09699999999999996
47,8.094,0.05759999999999998
48,7.950000000000001,0.18539999999999998
49,7.937999999999999,0.10060000000000004
50,8.004,0.0726
51,8.177999999999999,0.07740000000000001
52,7.709999999999999,0.06779999999999999
53,7.931999999999999,0.0758
54,7.877999999999998,0.19079999999999994
55,8.021999999999998,0.17420000000000002
56,7.896,0.07279999999999998
57,8.273999999999997,0.06359999999999999
58,7.895999999999997,0.126
59,7.8420000000000005,0.08319999999999997
60,7.620000000000001,0.07580000000000002
