n_drones,endurance,objective_value,elapsed_time
2,10,0.0,0.0
2,11,0.0,0.0
2,12,0.0,0.0
2,13,0.0,0.0
2,14,0.0,0.0
2,15,0.0,0.0
2,16,0.0,0.0
2,17,0.0,0.0
2,18,0.0,0.0
2,19,0.0,0.0
2,20,0.0,0.0
2,21,0.0,0.0
2,22,0.0,0.0
2,23,0.0,0.0
2,24,0.0,0.0
2,25,0.0,0.0
2,26,0.0,0.0
2,27,0.0,0.0
2,28,0.0,0.0
2,29,0.0,0.0
2,30,0.0,0.0
2,31,0.0,0.0
2,32,0.0,0.0
2,33,0.0,0.0
2,34,0.0,0.0
2,35,0.0,0.0
2,36,0.0,0.0
2,37,0.0,0.0
2,38,0.0,0.0
2,39,0.0,0.0
2,40,0.0,0.0
2,41,0.0,0.0
2,42,0.0,0.0
2,43,0.0,0.0
2,44,0.0,0.0
2,45,0.0,0.0
2,46,0.0,0.0
2,47,0.0,0.0
2,48,0.0,0.0
2,49,0.0,0.0
2,50,0.0,0.0
2,51,0.0,0.0
2,52,0.0,0.0
2,53,0.0,0.0
2,54,0.0,0.0
2,55,0.0,0.0
2,56,0.0,0.0
2,57,0.0,0.0
2,58,0.0,0.0
2,59,0.0,0.0
2,60,0.0,0.0
3,10,0.0,0.0
3,11,0.0,0.0
3,12,0.0,0.0
3,13,0.0,0.0
3,14,0.0,0.0
3,15,0.0,0.0
3,16,0.0,0.0
3,17,0.0,0.0
3,18,0.0,0.0
3,19,0.0,0.0
3,20,0.0,0.0
3,21,0.93,0.0
3,22,0.0,0.0
3,23,0.6600000000000001,0.001
3,24,0.99,0.003
3,25,4.01,0.005
3,26,0.0,0.0
3,27,3.75,0.006
3,28,4.92,0.016999999999999998
3,29,3.5400000000000005,0.011
3,30,8.97,0.030999999999999993
3,31,10.970000000000002,0.044
3,32,10.680000000000001,0.066
3,33,8.260000000000002,0.037000000000000005
3,34,8.540000000000001,0.048
3,35,12.77,0.07200000000000001
3,36,11.840000000000002,0.06500000000000002
3,37,8.580000000000002,0.043
3,38,10.040000000000003,0.067
3,39,11.23,0.059
3,40,13.790000000000003,0.08
3,41,10.49,0.07999999999999999
3,42,9.5,0.077
3,43,11.57,0.069
3,44,12.34,0.07600000000000001
3,45,12.27,0.073
3,46,13.300000000000002,0.093
3,47,13.25,0.092
3,48,12.970000000000002,0.085
3,49,11.370000000000001,0.07999999999999999
3,50,12.620000000000001,0.073
3,51,12.21,0.091
3,52,11.97,0.076
3,53,12.56,0.075
3,54,12.34,0.086
3,55,11.3,0.087
3,56,12.450000000000003,0.07699999999999999
3,57,11.430000000000001,0.072
3,58,14.13,0.086
3,59,13.030000000000001,0.092
3,60,11.99,0.08299999999999999
4,10,0.0,0.0
4,11,0.0,0.0
4,12,0.0,0.0
4,13,0.0,0.0
4,14,0.0,0.0
4,15,0.0,0.0
4,16,0.0,0.0
4,17,0.0,0.0
4,18,0.95,0.001
4,19,1.8300000000000005,0.005
4,20,1.7900000000000003,0.004
4,21,4.390000000000001,0.01
4,22,5.15,0.009000000000000001
4,23,8.150000000000002,0.027000000000000003
4,24,8.23,0.021
4,25,6.9300000000000015,0.02
4,26,8.510000000000002,0.049
4,27,9.059999999999999,0.024999999999999994
4,28,7.590000000000001,0.036
4,29,7.35,0.08399999999999999
4,30,7.110000000000001,0.036000000000000004
4,31,6.7,0.03500000000000001
4,32,7.13,0.043000000000000003
4,33,7.770000000000001,0.045000000000000005
4,34,8.099999999999998,0.047
4,35,6.709999999999999,0.052000000000000005
4,36,7.88,0.049999999999999996
4,37,7.290000000000001,0.036000000000000004
4,38,6.790000000000001,0.061
4,39,7.970000000000001,0.085
4,40,6.57,0.062
4,41,6.030000000000001,0.036
4,42,7.4700000000000015,0.045000000000000005
4,43,6.8100000000000005,0.049
4,44,6.489999999999999,0.034
4,45,7.040000000000002,0.045
4,46,6.409999999999999,0.044
4,47,7.909999999999999,0.08000000000000002
4,48,8.15,0.08
4,49,6.28,0.049
4,50,7.17,0.05700000000000001
4,51,7.4,0.06700000000000002
4,52,6.880000000000001,0.041
4,53,6.99,0.06
4,54,7.38,0.06000000000000001
4,55,6.8,0.057000000000000016
4,56,6.390000000000001,0.05
4,57,8.749999999911001,0.071
4,58,7.5600000000000005,0.07000000000000002
4,59,8.06,0.06300000000000001
4,60,6.8100000000000005,0.052000000000000005
5,10,0.0,0.0
5,11,0.0,0.0
5,12,0.0,0.0
5,13,0.0,0.0
5,14,0.0,0.0
5,15,0.0,0.0
5,16,0.8400000000000001,0.002
5,17,0.9600000000000002,0.002
5,18,3.4,0.007000000000000001
5,19,3.2299999999999995,0.006
5,20,3.2400000000000007,0.011
5,21,7.62,0.019
5,22,7.010000000000001,0.012
5,23,5.87,0.022
5,24,7.57,0.023999999999999997
5,25,6.760000000000001,0.025
5,26,6.82,0.035
5,27,6.769999999999999,0.05800000000000001
5,28,7.1800000000000015,0.078
