endurance,objective_value,elapsed_time
1,0.0,0.0
11,0.0,0.0
21,3.4800000000000004,0.006
31,10.34,0.054000000000000006
41,9.06,0.05
51,8.88,0.034
61,9.48,0.033999999999999996
71,8.580000000000002,0.034
81,9.66,0.026000000000000002
91,9.720000000000002,0.046
101,9.66,0.032
111,9.479999999999999,0.03599999999999999
121,8.46,0.044
131,7.7,0.034
141,9.780000000000003,0.05
151,10.2,0.054000000000000006
161,9.360000000000001,0.044000000000000004
171,9.36,0.052000000000000005
181,9.000000000000002,0.041999999999999996
191,7.44,0.038
201,10.080000000000002,0.064
211,9.360000000000001,0.024
221,10.160000000000002,0.046
231,9.66,0.044000000000000004
241,9.420000000000002,0.042
251,9.200000000000001,0.032
261,8.22,0.024
271,8.46,0.034
281,8.88,0.09000000000000001
291,9.96,0.033999999999999996
301,11.220000000000002,0.052000000000000005
311,8.16,0.036000000000000004
321,9.88,0.036
331,8.2,0.032
341,8.700000000000001,0.032
351,9.120000000000001,0.041999999999999996
361,10.440000000000001,0.044
371,9.6,0.057999999999999996
381,8.88,0.041999999999999996
391,10.620000000000001,0.046
401,9.66,0.034
411,10.379999999999999,0.046
421,8.900000000000002,0.033999999999999996
431,8.280000000000001,0.026000000000000002
441,8.52,0.036
451,9.3,0.046
461,8.64,0.03
471,10.08,0.044000000000000004
481,9.06,0.036000000000000004
491,9.3,0.038
501,8.700000000000001,0.034
511,9.08,0.036
521,9.48,0.038
531,11.100000000000001,0.084
541,11.100000000000003,0.074
551,9.0,0.03
561,9.42,0.038
571,9.120000000000001,0.048
581,8.520000000000001,0.03200000000000001
591,8.58,0.03
601,9.18,0.04
611,10.559999999999999,0.054000000000000006
621,9.559999999999999,0.036
631,9.32,0.048
641,11.280000000000001,0.06200000000000001
651,9.239999999999998,0.034
661,9.9,0.078
671,9.36,0.039999999999999994
681,9.420000000000002,0.06599999999999999
691,9.36,0.033999999999999996
701,10.98,0.06000000000000001
711,8.82,0.03
721,7.5600000000000005,0.034
731,8.64,0.028000000000000004
741,10.559999999999999,0.044000000000000004
751,9.360000000000001,0.048
761,9.120000000000001,0.05800000000000001
771,11.220000000000002,0.06799999999999999
781,8.9,0.044
791,8.460000000000003,0.030000000000000006
801,8.879999999999999,0.036000000000000004
811,7.5,0.02
821,9.72,0.041999999999999996
831,8.52,0.038000000000000006
841,10.32,0.041999999999999996
851,9.0,0.024
861,9.840000000000002,0.044000000000000004
871,9.18,0.044
881,8.7,0.026000000000000002
891,8.1,0.026000000000000002
901,10.200000000000001,0.024
911,9.360000000000001,0.042
921,8.34,0.032
931,8.34,0.03
941,9.360000000000001,0.044
951,10.32,0.06000000000000001
961,8.940000000000001,0.036000000000000004
971,9.36,0.026000000000000002
981,9.4,0.04
991,9.14,0.055999999999999994
